text,video_path,num_frames,width,height,masks_path,videoid,box_path
 a man with a backpack hiking a forest,./videos/3161289.mp4,240,1920,1080,./masks/3161289,3161289,./boxs/3161289
"In a dimly lit gym, a person in a red tank top extends an arm holding a phone, while another, wearing a gray tank, flexes a muscle, and a figure in patterned attire walks past exercise machines.",./videos/12188781.mp4,486,1920,1080,./masks/12188781,12188781,./boxs/12188781
 a woman dancing alone at home,./videos/5743004.mp4,560,568,1080,./masks/5743004,5743004,./boxs/5743004
Two men use motorcycles to transport large baskets filled with live pigs along a riverside path.,./videos/11344097.mp4,55,1920,1080,./masks/11344097,11344097,./boxs/11344097
 video of a dog in a field,./videos/6564931.mp4,2706,1920,1080,./masks/6564931,6564931,./boxs/6564931
"Two individuals stand against a plain backdrop, one in a crisp white sweatshirt with relaxed sleeves, the other partly visible, dressed in a light button-up garment.",./videos/10211612.mp4,140,568,1080,./masks/10211612,10211612,./boxs/10211612
 overhead shot of a person rowing on a boat,./videos/4685725.mp4,319,1920,1080,./masks/4685725,4685725,./boxs/4685725
 man aiming a sniper rifle,./videos/6091129.mp4,241,1920,1080,./masks/6091129,6091129,./boxs/6091129
 couple kissing in the snow with their dog,./videos/6612915.mp4,141,1920,1080,./masks/6612915,6612915,./boxs/6612915
 man lighting his cigarette from the candle,./videos/6722765.mp4,413,568,1080,./masks/6722765,6722765,./boxs/6722765
 a man exercising with a personal trainer,./videos/6023220.mp4,306,1920,1080,./masks/6023220,6023220,./boxs/6023220
 people decorating christmas tree,./videos/6225156.mp4,220,1920,1080,./masks/6225156,6225156,./boxs/6225156
 close up view of a man drinking,./videos/4745629.mp4,102,1920,1080,./masks/4745629,4745629,./boxs/4745629
 close up video of a burning charcoal,./videos/6214326.mp4,218,1920,1080,./masks/6214326,6214326,./boxs/6214326
 tattooing in close up view,./videos/2144441.mp4,446,1920,1080,./masks/2144441,2144441,./boxs/2144441
 red lines on standing people bodies,./videos/10619336.mp4,150,1920,1012,./masks/10619336,10619336,./boxs/10619336
"A person sits on a bed with white bedding, taking notes on a tablet, beside another individual resting under the covers.",./videos/6687968.mp4,352,606,1080,./masks/6687968,6687968,./boxs/6687968
 boats docked in a harbor,./videos/6455214.mp4,100,1920,1080,./masks/6455214,6455214,./boxs/6455214
 female astronaut looking through a window,./videos/5264316.mp4,1528,1920,1080,./masks/5264316,5264316,./boxs/5264316
 blurred footage of a leaf outdoors,./videos/3960631.mp4,115,1920,1080,./masks/3960631,3960631,./boxs/3960631
A shirtless runner jogs along a sunlit pathway flanked by lush greenery and towering city skyscrapers under a clear blue sky.,./videos/4804823.mp4,57,1920,1080,./masks/4804823,4804823,./boxs/4804823
 back view of young man walking dog,./videos/5740421.mp4,240,606,1080,./masks/5740421,5740421,./boxs/5740421
 woman walking in a seashore,./videos/5937429.mp4,1170,1920,1080,./masks/5937429,5937429,./boxs/5937429
"A person holds their skirt with their left hand, blurring the lights outside the window with their right arm.",./videos/4774979.mp4,511,1920,1080,./masks/4774979,4774979,./boxs/4774979
 man alcohol bar barman,./videos/4667159.mp4,819,568,1080,./masks/4667159,4667159,./boxs/4667159
 a man holding black friday shopping bags,./videos/5889066.mp4,275,1920,1080,./masks/5889066,5889066,./boxs/5889066
 a woman roller skating,./videos/5837788.mp4,234,1920,1080,./masks/5837788,5837788,./boxs/5837788
 man passing drinks on the dining table,./videos/6518122.mp4,279,1920,1080,./masks/6518122,6518122,./boxs/6518122
 aerial view of bunagee pier in culdaff ireland,./videos/13965962.mp4,248,1920,1080,./masks/13965962,13965962,./boxs/13965962
 women having conversation while using smartphone,./videos/11679884.mp4,90,1920,1080,./masks/11679884,11679884,./boxs/11679884
 driving car on road in deep forest,./videos/10396659.mp4,198,1920,1080,./masks/10396659,10396659,./boxs/10396659
 young man playing tennis,./videos/5730499.mp4,524,568,1080,./masks/5730499,5730499,./boxs/5730499
"A person sits on a woven mat, engaged in a colorful handicraft project, against a backdrop of humble everyday items and cooking utensils.",./videos/6000837.mp4,327,1920,1080,./masks/6000837,6000837,./boxs/6000837
 a kid holding the tall grass in the field,./videos/4393652.mp4,272,1920,1080,./masks/4393652,4393652,./boxs/4393652
 person wearing black high heels,./videos/5075182.mp4,70,1920,1080,./masks/5075182,5075182,./boxs/5075182
 a woman holding palo santo,./videos/6892365.mp4,589,1920,1080,./masks/6892365,6892365,./boxs/6892365
 woman with glitters on eyebrows and lips smiling,./videos/6831863.mp4,471,606,1080,./masks/6831863,6831863,./boxs/6831863
 a woman posing in a black dress with gold chains,./videos/16093153.mp4,223,606,1080,./masks/16093153,16093153,./boxs/16093153
"A seamstress holds a measuring tape, with a sewing machine in the foreground, in a workshop setting.",./videos/4622379.mp4,412,568,1080,./masks/4622379,4622379,./boxs/4622379
 mom and daughter at the kitchen,./videos/6170529.mp4,288,568,1080,./masks/6170529,6170529,./boxs/6170529
"Person in a gray sweater with the festive phrase 'Cheers My Deers' stands against a blue background, jingle bells adorning the garment.",./videos/6689410.mp4,892,568,1080,./masks/6689410,6689410,./boxs/6689410
 close up video of smoothies,./videos/4752354.mp4,239,598,1080,./masks/4752354,4752354,./boxs/4752354
 a person writing in the planner,./videos/6541138.mp4,546,1920,1080,./masks/6541138,6541138,./boxs/6541138
 a man signing on the tablet,./videos/4168285.mp4,292,1920,1080,./masks/4168285,4168285,./boxs/4168285
 slow motion video of a man with leather backpack,./videos/5099102.mp4,193,1920,1080,./masks/5099102,5099102,./boxs/5099102
 a man watching on his smartphone,./videos/5709137.mp4,383,606,1080,./masks/5709137,5709137,./boxs/5709137
 a man cutting cutting fire woods,./videos/6003128.mp4,1108,1920,1012,./masks/6003128,6003128,./boxs/6003128
 architects working in architecture project,./videos/6615314.mp4,456,1920,1080,./masks/6615314,6615314,./boxs/6615314
"A sleek white train rushes past a backdrop of urban buildings, its movement captured in a blur amidst the stationary surroundings.",./videos/11836097.mp4,1055,1920,1080,./masks/11836097,11836097,./boxs/11836097
"A person in exercise attire takes a break, hands on hips, amidst a sunlit, verdant park pathway.",./videos/5029482.mp4,303,1920,1080,./masks/5029482,5029482,./boxs/5029482
 close up shot of a woman having her makeup done,./videos/5815030.mp4,185,1920,1080,./masks/5815030,5815030,./boxs/5815030
 bakers taking off a cake ring from a freshly baked cherry pie,./videos/6162072.mp4,255,606,1080,./masks/6162072,6162072,./boxs/6162072
 woman putting make up on another woman,./videos/6944272.mp4,240,606,1080,./masks/6944272,6944272,./boxs/6944272
 two women holding slices of cucumbers,./videos/4915204.mp4,135,1920,1080,./masks/4915204,4915204,./boxs/4915204
 business women sitting and standing outside a building,./videos/6535745.mp4,458,568,1080,./masks/6535745,6535745,./boxs/6535745
 buddhist monk praying in a temple,./videos/12882976.mp4,366,1920,1080,./masks/12882976,12882976,./boxs/12882976
 road in forest with snow during winter,./videos/10841195.mp4,935,606,1080,./masks/10841195,10841195,./boxs/10841195
A person holds a phone beside a sign that announces 'Come on in. WE'RE OPEN!' on a storefront window.,./videos/5700373.mp4,194,1920,1080,./masks/5700373,5700373,./boxs/5700373
 artist preparing hand area before tattooing,./videos/5095565.mp4,1528,606,1080,./masks/5095565,5095565,./boxs/5095565
 woman in plaid shirt sitting by the window while reading a bible,./videos/5199734.mp4,275,1920,1080,./masks/5199734,5199734,./boxs/5199734
"A skateboarder stands poised on a deserted plaza, ready to glide under an archway towards a distant columned building.",./videos/4929213.mp4,209,568,1080,./masks/4929213,4929213,./boxs/4929213
 video of a dog,./videos/5728451.mp4,281,1920,1080,./masks/5728451,5728451,./boxs/5728451
 close up of tassels hanging,./videos/5983907.mp4,444,606,1080,./masks/5983907,5983907,./boxs/5983907
 a woman holding red balloon,./videos/3905917.mp4,92,1920,1080,./masks/3905917,3905917,./boxs/3905917
 backpacker couple hugging and making video of the surroundings,./videos/6319534.mp4,189,606,1080,./masks/6319534,6319534,./boxs/6319534
"A red sports car is lifted in a brightly lit garage, with black wheels and '5.0' written on its side.",./videos/18019134.mp4,309,1920,1080,./masks/18019134,18019134,./boxs/18019134
 a barman placing a whiskey bottle by a jigger and a glass,./videos/14058814.mp4,125,1920,1012,./masks/14058814,14058814,./boxs/14058814
 people posing on a staircase,./videos/5561967.mp4,180,606,1080,./masks/5561967,5561967,./boxs/5561967
 a gypsy woman sitting on a mattress looking at cards,./videos/10664974.mp4,415,1920,1012,./masks/10664974,10664974,./boxs/10664974
 woman holding gingerbread man,./videos/6689202.mp4,531,568,1080,./masks/6689202,6689202,./boxs/6689202
 a man exercising in the gym,./videos/4920821.mp4,443,1920,1080,./masks/4920821,4920821,./boxs/4920821
 flowing river from above,./videos/10255431.mp4,612,1920,1080,./masks/10255431,10255431,./boxs/10255431
 woman tasting a fruit,./videos/6205862.mp4,198,1920,1080,./masks/6205862,6205862,./boxs/6205862
 a man walking while holding a surfboard,./videos/5677250.mp4,397,1920,1080,./masks/5677250,5677250,./boxs/5677250
 a man touching and tapping his face,./videos/5871735.mp4,296,568,1080,./masks/5871735,5871735,./boxs/5871735
 a woman drinking an alcoholic beverage while staying in a hotel,./videos/6467634.mp4,1151,1920,1012,./masks/6467634,6467634,./boxs/6467634
 man sitting on the grass field while using a laptop,./videos/4991693.mp4,340,1920,1080,./masks/4991693,4991693,./boxs/4991693
 aerial view of the park,./videos/14117676.mp4,768,1920,1080,./masks/14117676,14117676,./boxs/14117676
 young man putting on pink rubber gloves,./videos/5592512.mp4,377,1920,1080,./masks/5592512,5592512,./boxs/5592512
 people looking at the clothes from a rack,./videos/6120433.mp4,1639,1920,1012,./masks/6120433,6120433,./boxs/6120433
 a girl walking while two men standing,./videos/6146485.mp4,288,606,1080,./masks/6146485,6146485,./boxs/6146485
"A winding road cuts through a misty forest, illuminated by golden sunlight filtering through the trees.",./videos/16808347.mp4,1567,606,1080,./masks/16808347,16808347,./boxs/16808347
 a tattered couch beside a pile of books,./videos/3772774.mp4,213,1920,1080,./masks/3772774,3772774,./boxs/3772774
 a businesswoman talking on the phone in the backseat of a car,./videos/13801292.mp4,240,606,1080,./masks/13801292,13801292,./boxs/13801292
A hand reaches out to rearrange sticky notes on a whiteboard marked with 'Backlog' and 'Next Week Unscheduled'.,./videos/5981911.mp4,211,568,1080,./masks/5981911,5981911,./boxs/5981911
 a woman wearing ring,./videos/10140476.mp4,947,568,1080,./masks/10140476,10140476,./boxs/10140476
 footage of the sharks inside the aquarium,./videos/3765218.mp4,377,1920,1080,./masks/3765218,3765218,./boxs/3765218
 man and woman exercising outdoors,./videos/4945561.mp4,231,1920,1012,./masks/4945561,4945561,./boxs/4945561
 woman dancing while holding sparklers,./videos/6003988.mp4,338,606,1080,./masks/6003988,6003988,./boxs/6003988
"A person in a light blue off-shoulder dress stands with hair swept by the wind, holding a bouquet of white flowers on a rooftop.",./videos/4873747.mp4,785,1920,1012,./masks/4873747,4873747,./boxs/4873747
"Tall green grass swaying in the breeze, with a lone tree in the background and fluffy clouds in the sky.",./videos/18127443.mp4,241,606,1080,./masks/18127443,18127443,./boxs/18127443
"A person holds a paint swatch set, flipping through various shades of brown and gray.",./videos/6474156.mp4,600,606,1080,./masks/6474156,6474156,./boxs/6474156
 person riding a skateboard at the park,./videos/4759291.mp4,470,606,1080,./masks/4759291,4759291,./boxs/4759291
 close up of a missing poster of a child,./videos/10349945.mp4,358,568,1080,./masks/10349945,10349945,./boxs/10349945
 people celebrating a birthday,./videos/5805077.mp4,230,606,1080,./masks/5805077,5805077,./boxs/5805077
 a person holding a dungeness crab with tongs,./videos/10432065.mp4,292,606,1080,./masks/10432065,10432065,./boxs/10432065
 young girl training boxing punches,./videos/6296690.mp4,281,1920,810,./masks/6296690,6296690,./boxs/6296690
 a woman s hand making dirty finger,./videos/6153055.mp4,409,1920,1012,./masks/6153055,6153055,./boxs/6153055
A person in blue scrubs is holding a fluffy Pomeranian dog next to an ultrasound machine in a clinical setting.,./videos/6235194.mp4,228,606,1080,./masks/6235194,6235194,./boxs/6235194
 women sharing ideas in decorating the wall,./videos/6764461.mp4,335,1920,1080,./masks/6764461,6764461,./boxs/6764461
Two individuals engage in a playful pillow fight in a room with a brick wall and a window letting in daylight.,./videos/6657919.mp4,344,1920,1080,./masks/6657919,6657919,./boxs/6657919
 close up video of a beautiful woman,./videos/10043022.mp4,323,1920,1080,./masks/10043022,10043022,./boxs/10043022
 a man smiling for the camera,./videos/4163547.mp4,196,1920,1080,./masks/4163547,4163547,./boxs/4163547
 couple riding a motorcycle,./videos/5207043.mp4,1121,606,1080,./masks/5207043,5207043,./boxs/5207043
 man and woman drinking wine,./videos/6576512.mp4,240,606,1080,./masks/6576512,6576512,./boxs/6576512
 drone footage of the hudson river park in new york,./videos/12122309.mp4,304,1920,1080,./masks/12122309,12122309,./boxs/12122309
"A red car is parked in a dimly lit underground parking garage, with yellow parking barriers and columns.",./videos/11260162.mp4,115,1920,1012,./masks/11260162,11260162,./boxs/11260162
 table reflection makeup round,./videos/4718664.mp4,548,1920,1012,./masks/4718664,4718664,./boxs/4718664
 a woman wearing her face mask is using the laptop,./videos/4122301.mp4,226,1920,1080,./masks/4122301,4122301,./boxs/4122301
 a person using a pasta maker,./videos/10048875.mp4,874,1920,1012,./masks/10048875,10048875,./boxs/10048875
 happy gay couple drinking coffee,./videos/4667582.mp4,245,640,360,./masks/4667582,4667582,./boxs/4667582
